FIPS,RegionName,var,value
26161,Washtenaw,2000,183875.0
48355,Nueces,2000,81691.66666666667
47065,Hamilton,2000,95591.66666666669
1089,Madison,2000,
12083,Marion,2000,77616.66666666667
27003,Anoka,2000,145091.66666666666
34035,Somerset,2000,234708.3333333333
12081,Manatee,2000,128350.0
12021,Collier,2000,166008.33333333334
42079,Luzerne,2000,66866.66666666667
37051,Cumberland,2000,85358.33333333333
29510,Saint Louis City,2000,68208.33333333333
51041,Chesterfield,2000,123741.66666666669
41047,Marion,2000,127741.66666666669
48039,Brazoria,2000,110683.33333333331
51107,Loudoun,2000,244391.66666666663
36087,Rockland,2000,250866.66666666663
48027,Bell,2000,91816.66666666669
17111,McHenry,2000,169358.33333333334
51087,Henrico,2000,125300.0
49011,Davis,2000,157866.66666666666
36001,Albany,2000,110958.33333333331
39093,Lorain,2000,119475.0
8069,Larimer,2000,176675.0
42095,Northampton,2000,120650.0
12033,Escambia,2000,87250.0
36027,Dutchess,2000,162641.66666666666
12069,Lake,2000,112433.33333333331
21067,Fayette,2000,114158.33333333331
17201,Winnebago,2000,90425.0
33015,Rockingham,2000,172425.0
8013,Boulder,2000,248050.0
2020,Anchorage,2000,178083.33333333334
48167,Galveston,2000,100191.66666666669
34015,Gloucester,2000,123350.0
24027,Howard,2000,205283.3333333333
8035,Douglas,2000,253800.0
31109,Lancaster,2000,108591.66666666669
45083,Spartanburg,2000,90033.33333333333
26065,Ingham,2000,109441.66666666669
42049,Erie,2000,80666.66666666667
48303,Lubbock,2000,
12111,Saint Lucie,2000,93966.66666666669
12073,Leon,2000,105133.33333333331
29077,Greene,2000,102525.0
18057,Hamilton,2000,
34001,Atlantic,2000,119833.33333333331
9011,New London,2000,141366.66666666666
17163,Saint Clair,2000,74191.66666666667
6079,San Luis Obispo,2000,249808.3333333333
17119,Madison,2000,77133.33333333333
12097,Osceola,2000,113850.0
42043,Dauphin,2000,101558.33333333331
37063,Durham,2000,134466.66666666666
18141,Saint Joseph,2000,83825.0
13051,Chatham,2000,97608.33333333331
26139,Ottawa,2000,137066.66666666666
47149,Rutherford,2000,111500.0
45063,Lexington,2000,99558.33333333331
6087,Santa Cruz,2000,382941.6666666667
13063,Clayton,2000,100158.33333333331
40027,Cleveland,2000,86525.0
22017,Caddo,2000,
8123,Weld,2000,146833.33333333334
6041,Marin,2000,539783.3333333334
53067,Thurston,2000,145250.0
53035,Kitsap,2000,153766.66666666666
26077,Kalamazoo,2000,
48479,Webb,2000,73666.66666666667
55009,Brown,2000,105875.0
12001,Alachua,2000,94816.66666666669
28049,Hinds,2000,61891.66666666666
24025,Harford,2000,148741.66666666666
53077,Yakima,2000,104900.0
51710,Norfolk City,2000,83408.33333333333
39099,Mahoning,2000,74833.33333333333
37021,Buncombe,2000,127166.66666666669
27163,Washington,2000,171791.66666666666
42041,Cumberland,2000,118708.33333333331
48309,McLennan,2000,85516.66666666667
36065,Oneida,2000,67758.33333333333
22103,Saint Tammany,2000,
24021,Frederick,2000,159975.0
49057,Weber,2000,132866.66666666666
39085,Lake,2000,129008.33333333331
1101,Montgomery,2000,84233.33333333333
45091,York,2000,119991.66666666669
51550,Chesapeake City,2000,124441.66666666669
29047,Clay,2000,123133.33333333331
5007,Benton,2000,94650.0
6007,Butte,2000,122266.66666666669
36091,Saratoga,2000,120333.33333333331
29099,Jefferson,2000,109408.33333333331
36063,Niagara,2000,77200.0
25001,Barnstable,2000,203641.66666666663
42069,Lackawanna,2000,77033.33333333333
13057,Cherokee,2000,142408.33333333334
39165,Warren,2000,153733.33333333334
4025,Yavapai,2000,140750.0
39155,Trumbull,2000,78150.0
48423,Smith,2000,
35013,Dona Ana,2000,106125.0
42125,Washington,2000,79216.66666666667
51013,Arlington,2000,229650.0
37071,Gaston,2000,92616.66666666669
51760,Richmond City,2000,79100.0
13151,Henry,2000,132016.66666666666
41029,Jackson,2000,134200.0
37129,New Hanover,2000,126000.0
37179,Union,2000,149716.66666666666
53073,Whatcom,2000,150608.33333333334
17019,Champaign,2000,92350.0
6113,Yolo,2000,183133.3333333333
36007,Broome,2000,65608.33333333333
13245,Richmond,2000,70291.66666666667
27137,Saint Louis,2000,77191.66666666667
4015,Mohave,2000,92525.0
26145,Saginaw,2000,80233.33333333333
18039,Elkhart,2000,94975.0
17167,Sangamon,2000,91950.0
39025,Clermont,2000,126841.66666666669
4027,Yuma,2000,86633.33333333333
55101,Racine,2000,110541.66666666669
1117,Shelby,2000,142491.66666666666
48041,Brazos,2000,107508.33333333331
1125,Tuscaloosa,2000,112200.0
54039,Kanawha,2000,53716.66666666666
22019,Calcasieu,2000,83516.66666666667
12019,Clay,2000,113325.0
12109,Saint Johns,2000,162883.33333333334
9005,Litchfield,2000,160658.33333333334
13215,Muscogee,2000,80100.0
16027,Canyon,2000,97158.33333333331
45007,Anderson,2000,78641.66666666667
17143,Peoria,2000,80416.66666666667
15001,Hawaii,2000,145525.0
42019,Butler,2000,124566.66666666669
47187,Williamson,2000,213508.3333333333
36111,Ulster,2000,116450.0
1003,Baldwin,2000,132858.33333333334
6017,El Dorado,2000,196791.66666666663
26093,Livingston,2000,194666.66666666663
12091,Okaloosa,2000,107725.0
51700,Newport News City,2000,93175.0
18163,Vanderburgh,2000,84450.0
13139,Hall,2000,125300.0
37025,Cabarrus,2000,118666.66666666669
20177,Shawnee,2000,
45015,Berkeley,2000,97966.66666666669
37133,Onslow,2000,89900.0
6089,Shasta,2000,109508.33333333331
55087,Outagamie,2000,102666.66666666669
13117,Forsyth,2000,204375.0
53005,Benton,2000,121158.33333333331
6025,Imperial,2000,107216.66666666669
39041,Delaware,2000,197508.3333333333
18157,Tippecanoe,2000,105291.66666666669
12053,Hernando,2000,90491.66666666669
39103,Medina,2000,147800.0
47125,Montgomery,2000,85841.66666666667
26121,Muskegon,2000,86483.33333333333
42089,Monroe,2000,107575.0
37101,Johnston,2000,117475.0
12005,Bay,2000,107500.0
37147,Pitt,2000,87558.33333333333
24013,Carroll,2000,165808.33333333334
55139,Winnebago,2000,111016.66666666669
39089,Licking,2000,115741.66666666669
55059,Kenosha,2000,122291.66666666669
44003,Kent,2000,118633.33333333331
9007,Middlesex,2000,171566.66666666666
18127,Porter,2000,133991.66666666666
26147,Saint Clair,2000,126858.33333333331
37057,Davidson,2000,86358.33333333333
29019,Boone,2000,102633.33333333331
10001,Kent,2000,100450.0
45013,Beaufort,2000,205166.66666666663
39057,Greene,2000,
39133,Portage,2000,128108.33333333331
28033,DeSoto,2000,
47165,Sumner,2000,114141.66666666669
26075,Jackson,2000,101100.0
12015,Charlotte,2000,105558.33333333331
21117,Kenton,2000,103016.66666666669
37097,Iredell,2000,101500.0
36083,Rensselaer,2000,93958.33333333331
8101,Pueblo,2000,97291.66666666669
31153,Sarpy,2000,119308.33333333331
25015,Hampshire,2000,144891.66666666666
41017,Deschutes,2000,148158.33333333334
20209,Wyandotte,2000,55666.66666666666
48209,Hays,2000,125166.66666666669
34011,Cumberland,2000,83725.0
47163,Sullivan,2000,82725.0
26021,Berrien,2000,
50007,Chittenden,2000,150950.0
15009,Maui,2000,233208.3333333333
36093,Schenectady,2000,85975.0
37035,Catawba,2000,82983.33333333333
42027,Centre,2000,121116.66666666669
6031,Kings,2000,91000.0
9013,Tolland,2000,155225.0
26115,Monroe,2000,131150.0
12113,Santa Rosa,2000,109250.0
37001,Alamance,2000,113091.66666666669
48251,Johnson,2000,91741.66666666669
6039,Madera,2000,109225.0
38017,Cass,2000,
42055,Franklin,2000,
48139,Ellis,2000,103191.66666666669
34037,Sussex,2000,153658.33333333334
42107,Schuylkill,2000,52058.333333333336
30111,Yellowstone,2000,104075.0
17161,Rock Island,2000,71283.33333333333
24043,Washington,2000,111675.0
8077,Mesa,2000,117833.33333333331
24017,Charles,2000,158391.66666666666
33013,Merrimack,2000,127316.66666666669
12085,Martin,2000,127325.0
39045,Fairfield,2000,131475.0
18063,Hendricks,2000,129308.33333333331
35049,Santa Fe,2000,176575.0
13223,Paulding,2000,119766.66666666669
37151,Randolph,2000,96991.66666666669
12017,Citrus,2000,84583.33333333333
51510,Alexandria City,2000,188566.66666666663
13153,Houston,2000,88708.33333333333
18081,Johnson,2000,114233.33333333331
37159,Rowan,2000,105166.66666666669
39023,Clark,2000,86750.0
49053,Washington,2000,150225.0
12061,Indian River,2000,108791.66666666669
18105,Monroe,2000,113841.66666666669
51650,Hampton City,2000,86300.0
48329,Midland,2000,92666.66666666669
42051,Fayette,2000,52358.333333333336
45035,Dorchester,2000,118033.33333333331
6055,Napa,2000,280066.6666666667
26025,Calhoun,2000,86608.33333333333
17179,Tazewell,2000,88483.33333333333
36013,Chautauqua,2000,59900.0
6023,Humboldt,2000,122516.66666666669
4005,Coconino,2000,161158.33333333334
37155,Robeson,2000,50391.66666666666
55073,Marathon,2000,88825.0
37135,Orange,2000,177108.33333333334
42075,Lebanon,2000,107133.33333333331
13097,Douglas,2000,118125.0
18095,Madison,2000,74825.0
48187,Guadalupe,2000,116675.0
48441,Taylor,2000,66908.33333333333
48485,Wichita,2000,59616.66666666666
4003,Cochise,2000,87958.33333333333
25003,Berkshire,2000,121241.66666666669
19103,Johnson,2000,131216.66666666666
27139,Scott,2000,177991.66666666666
51179,Stafford,2000,163200.0
34019,Hunterdon,2000,254633.3333333333
13077,Coweta,2000,122208.33333333331
42013,Blair,2000,62350.0
44009,Washington,2000,170566.66666666666
5131,Sebastian,2000,74200.0
39173,Wood,2000,114583.33333333331
40031,Comanche,2000,58541.66666666666
13073,Columbia,2000,120616.66666666669
33017,Strafford,2000,130275.0
47009,Blount,2000,87883.33333333333
47179,Washington,2000,84550.0
51177,Spotsylvania,2000,119350.0
36075,Oswego,2000,63000.0
48183,Gregg,2000,76283.33333333333
48375,Potter,2000,54758.333333333336
48181,Grayson,2000,81691.66666666667
45077,Pickens,2000,92233.33333333331
21015,Boone,2000,148800.0
9015,Windham,2000,116741.66666666669
18035,Delaware,2000,80183.33333333333
29097,Jasper,2000,81166.66666666667
22015,Bossier,2000,
48367,Parker,2000,120708.33333333331
53057,Skagit,2000,152141.66666666666
13059,Clarke,2000,99641.66666666669
41043,Linn,2000,118633.33333333331
42085,Mercer,2000,
36045,Jefferson,2000,60058.333333333336
40017,Canadian,2000,84650.0
55117,Sheboygan,2000,100583.33333333331
17093,Kendall,2000,166125.0
37085,Harnett,2000,108108.33333333331
55063,La Crosse,2000,
39169,Wayne,2000,110016.66666666669
47189,Wilson,2000,142816.66666666666
17091,Kankakee,2000,91316.66666666669
5045,Faulkner,2000,84575.0
36089,Saint Lawrence,2000,50025.0
22109,Terrebonne,2000,89458.33333333333
18091,La Porte,2000,73175.0
26005,Allegan,2000,118633.33333333331
20045,Douglas,2000,132341.66666666666
13045,Carroll,2000,96941.66666666669
48451,Tom Green,2000,
30063,Missoula,2000,125283.33333333331
13185,Lowndes,2000,87791.66666666667
34041,Warren,2000,154916.66666666666
36069,Ontario,2000,95716.66666666669
18167,Vigo,2000,66566.66666666667
39029,Columbiana,2000,75283.33333333333
26017,Bay,2000,82225.0
26045,Eaton,2000,107450.0
41019,Douglas,2000,93675.0
45085,Sumter,2000,62208.333333333336
4017,Navajo,2000,102500.0
22005,Ascension,2000,135991.66666666666
5125,Saline,2000,94125.0
37089,Henderson,2000,128100.0
13113,Fayette,2000,187808.3333333333
39003,Allen,2000,76525.0
17037,De Kalb,2000,132683.33333333334
24037,Saint Marys,2000,149783.33333333334
16019,Bonneville,2000,83391.66666666667
48257,Kaufman,2000,106858.33333333331
13313,Whitfield,2000,87925.0
39109,Miami,2000,106891.66666666669
53015,Cowlitz,2000,116583.33333333331
55127,Walworth,2000,127633.33333333331
55039,Fond du Lac,2000,90308.33333333331
36109,Tompkins,2000,92000.0
39007,Ashtabula,2000,78641.66666666667
24015,Cecil,2000,129933.33333333331
13015,Bartow,2000,93183.33333333331
26091,Lenawee,2000,109425.0
51085,Hanover,2000,146233.33333333334
36079,Putnam,2000,216391.66666666663
29037,Cass,2000,
41071,Yamhill,2000,137450.0
36101,Steuben,2000,58758.333333333336
51003,Albemarle,2000,174200.0
47011,Bradley,2000,77291.66666666667
12055,Highlands,2000,65325.0
6057,Nevada,2000,226341.66666666663
55035,Eau Claire,2000,107033.33333333331
24045,Wicomico,2000,76516.66666666667
47113,Madison,2000,78375.0
37045,Cleveland,2000,80600.0
2090,Fairbanks North Star,2000,165300.0
34009,Cape May,2000,166583.33333333334
51770,Roanoke City,2000,75158.33333333333
22057,Lafourche,2000,
54061,Monongalia,2000,
5051,Garland,2000,88108.33333333333
12035,Flagler,2000,115775.0
51740,Portsmouth City,2000,80125.0
28089,Madison,2000,
6101,Sutter,2000,122758.33333333331
13095,Dougherty,2000,70091.66666666667
42097,Northumberland,2000,
19061,Dubuque,2000,88175.0
37157,Rockingham,2000,77141.66666666667
12119,Sumter,2000,116833.33333333331
39055,Geauga,2000,183666.66666666663
1095,Marshall,2000,79183.33333333333
39157,Tuscarawas,2000,82300.0
48037,Bowie,2000,81750.0
45075,Orangeburg,2000,63183.333333333336
51161,Roanoke,2000,110483.33333333331
56021,Laramie,2000,120191.66666666669
27019,Carver,2000,187166.66666666663
30029,Flathead,2000,119016.66666666669
37023,Burke,2000,82191.66666666667
21037,Campbell,2000,96825.0
47155,Sevier,2000,121766.66666666669
19169,Story,2000,121541.66666666669
30031,Gallatin,2000,127458.33333333331
29165,Platte,2000,140375.0
53025,Grant,2000,66541.66666666667
33009,Grafton,2000,97091.66666666669
2170,Matanuska Susitna,2000,171691.66666666666
36015,Chemung,2000,61800.0
55027,Dodge,2000,101133.33333333331
24009,Calvert,2000,174750.0
27141,Sherburne,2000,145075.0
6045,Mendocino,2000,166441.66666666666
54107,Wood,2000,65375.0
40131,Rogers,2000,75333.33333333333
48005,Angelina,2000,
55089,Ozaukee,2000,175200.0
48231,Hunt,2000,77191.66666666667
41003,Benton,2000,162158.33333333334
13247,Rockdale,2000,127891.66666666669
55109,Saint Croix,2000,138391.66666666666
13297,Walton,2000,113933.33333333331
55055,Jefferson,2000,122958.33333333331
1115,Saint Clair,2000,120016.66666666669
37027,Caldwell,2000,65483.333333333336
28081,Lee,2000,87291.66666666667
44005,Newport,2000,180308.3333333333
18067,Howard,2000,89500.0
41033,Josephine,2000,116866.66666666669
36019,Clinton,2000,71283.33333333333
48361,Orange,2000,72775.0
42033,Clearfield,2000,47391.66666666666
55071,Manitowoc,2000,91658.33333333331
30013,Cascade,2000,96825.0
38015,Burleigh,2000,
47119,Maury,2000,88133.33333333333
1043,Cullman,2000,
36009,Cattaraugus,2000,51983.333333333336
36011,Cayuga,2000,66033.33333333333
13127,Glynn,2000,
1051,Elmore,2000,
48213,Henderson,2000,
53029,Island,2000,164233.33333333334
48397,Rockwall,2000,149633.33333333334
51069,Frederick,2000,135433.33333333334
37109,Lincoln,2000,105258.33333333331
53021,Franklin,2000,102300.0
42111,Somerset,2000,63191.66666666666
36105,Sullivan,2000,80866.66666666667
29043,Christian,2000,82450.0
33005,Cheshire,2000,108100.0
39043,Erie,2000,105350.0
18005,Bartholomew,2000,
45057,Lancaster,2000,85183.33333333333
35061,Valencia,2000,90266.66666666669
26159,Van Buren,2000,89991.66666666667
41059,Umatilla,2000,96125.0
48291,Liberty,2000,70775.0
53041,Lewis,2000,96633.33333333331
56025,Natrona,2000,91066.66666666669
41053,Polk,2000,142841.66666666666
48099,Coryell,2000,
26037,Clinton,2000,134975.0
47001,Anderson,2000,69450.0
24001,Allegany,2000,55741.66666666666
28035,Forrest,2000,78650.0
18043,Floyd,2000,108100.0
12107,Putnam,2000,64741.66666666666
45073,Oconee,2000,
48021,Bastrop,2000,88583.33333333333
51015,Augusta,2000,124191.66666666669
36053,Madison,2000,74575.0
12089,Nassau,2000,133141.66666666666
22045,Iberia,2000,
12087,Monroe,2000,236833.3333333333
40145,Wagoner,2000,87291.66666666667
53027,Grays Harbor,2000,81325.0
53007,Chelan,2000,
47141,Putnam,2000,88675.0
6115,Yuba,2000,99366.66666666669
25011,Franklin,2000,118866.66666666669
40101,Muskogee,2000,40450.0
39013,Belmont,2000,53925.0
13031,Bulloch,2000,
18053,Grant,2000,67350.0
18059,Hancock,2000,129625.0
40037,Creek,2000,51091.66666666666
40125,Pottawatomie,2000,46541.66666666666
13013,Barrow,2000,116600.0
18177,Wayne,2000,74441.66666666667
18109,Morgan,2000,115233.33333333331
47059,Greene,2000,57950.0
13295,Walker,2000,75991.66666666667
5085,Lonoke,2000,85483.33333333333
48471,Walker,2000,92041.66666666669
37161,Rutherford,2000,
28067,Jones,2000,65683.33333333333
12023,Columbia,2000,77400.0
42037,Columbia,2000,73866.66666666667
15007,Kauai,2000,203108.3333333333
13285,Troup,2000,80583.33333333333
51095,James City,2000,185150.0
37031,Carteret,2000,135891.66666666666
41035,Klamath,2000,86850.0
47147,Robertson,2000,98291.66666666669
19049,Dallas,2000,113425.0
34033,Salem,2000,99816.66666666669
36113,Warren,2000,98450.0
51199,York,2000,151141.66666666666
36051,Livingston,2000,83058.33333333333
42025,Carbon,2000,84216.66666666667
51061,Fauquier,2000,172283.33333333334
48409,San Patricio,2000,62833.333333333336
6033,Lake,2000,115583.33333333331
48347,Nacogdoches,2000,
13255,Spalding,2000,85558.33333333333
27013,Blue Earth,2000,111808.33333333331
13047,Catoosa,2000,93841.66666666669
6103,Tehama,2000,88650.0
30049,Lewis and Clark,2000,102958.33333333331
36115,Washington,2000,67908.33333333333
36021,Columbia,2000,111616.66666666669
41011,Coos,2000,89258.33333333333
47063,Hamblen,2000,75883.33333333333
55017,Chippewa,2000,104066.66666666669
36077,Otsego,2000,66625.0
55111,Sauk,2000,129725.0
5033,Crawford,2000,71291.66666666667
45055,Kershaw,2000,70008.33333333333
38101,Ward,2000,
50021,Rutland,2000,
26149,Saint Joseph,2000,82950.0
47167,Tipton,2000,96625.0
53045,Mason,2000,130025.0
37069,Franklin,2000,90000.0
37167,Stanly,2000,90741.66666666669
13157,Jackson,2000,121116.66666666669
45043,Georgetown,2000,162300.0
33001,Belknap,2000,116250.0
36037,Genesee,2000,77025.0
37077,Granville,2000,120266.66666666669
28087,Lowndes,2000,79933.33333333333
18173,Warrick,2000,111708.33333333331
39077,Huron,2000,91250.0
50023,Washington,2000,
26015,Barry,2000,116183.33333333331
27027,Clay,2000,95816.66666666669
53071,Walla Walla,2000,111958.33333333331
31079,Hall,2000,83583.33333333333
37061,Duplin,2000,64866.66666666666
49045,Tooele,2000,137458.33333333334
47019,Carter,2000,65100.0
47073,Hawkins,2000,78366.66666666667
55021,Columbia,2000,114525.0
39147,Seneca,2000,78483.33333333333
18011,Boone,2000,139358.33333333334
37065,Edgecombe,2000,53800.0
54049,Marion,2000,
8045,Garfield,2000,197891.66666666663
8014,Broomfield,2000,227783.3333333333
28109,Pearl River,2000,82125.0
28073,Lamar,2000,115416.66666666669
36035,Fulton,2000,59083.333333333336
6109,Tuolumne,2000,129841.66666666669
45021,Cherokee,2000,61950.0
32510,Carson City,2000,123491.66666666669
6069,San Benito,2000,297458.3333333333
13129,Gordon,2000,92066.66666666669
12131,Walton,2000,177866.66666666666
48199,Hardin,2000,78633.33333333333
48323,Maverick,2000,60441.66666666666
47145,Roane,2000,82458.33333333333
17007,Boone,2000,135500.0
27025,Chisago,2000,146116.66666666666
4007,Gila,2000,113741.66666666669
48401,Rusk,2000,
17095,Knox,2000,
47031,Coffee,2000,84308.33333333333
29101,Johnson,2000,
29113,Lincoln,2000,
55135,Waupaca,2000,99466.66666666669
39159,Union,2000,133616.66666666666
26027,Cass,2000,
47107,McMinn,2000,74608.33333333333
13103,Effingham,2000,115925.0
37141,Pender,2000,132175.0
8037,Eagle,2000,375850.0
22099,Saint Martin,2000,
32019,Lyon,2000,118266.66666666669
36033,Franklin,2000,50966.66666666666
24047,Worcester,2000,120583.33333333331
47089,Jefferson,2000,82733.33333333333
8067,La Plata,2000,158941.66666666666
48221,Hood,2000,120150.0
36107,Tioga,2000,66333.33333333333
37189,Watauga,2000,157891.66666666666
40147,Washington,2000,57650.0
13039,Camden,2000,91866.66666666669
17073,Henry,2000,77250.0
36017,Chenango,2000,55191.66666666666
17063,Grundy,2000,141158.33333333334
18029,Dearborn,2000,125933.33333333331
1031,Coffee,2000,
44001,Bristol,2000,174775.0
48277,Lamar,2000,
47053,Gibson,2000,54108.333333333336
47043,Dickson,2000,80700.0
18065,Henry,2000,69858.33333333333
39149,Shelby,2000,98016.66666666669
41009,Columbia,2000,135675.0
36023,Cortland,2000,65650.0
55015,Calumet,2000,97483.33333333331
36003,Allegany,2000,42883.333333333336
28149,Warren,2000,82066.66666666667
21113,Jessamine,2000,101425.0
47105,Loudon,2000,81541.66666666667
13175,Laurens,2000,72866.66666666667
33003,Carroll,2000,126691.66666666669
24035,Queen Annes,2000,166033.33333333334
50011,Franklin,2000,
40019,Carter,2000,52325.0
4023,Santa Cruz,2000,90925.0
28071,Lafayette,2000,120650.0
32005,Douglas,2000,187725.0
40021,Cherokee,2000,59816.66666666666
22061,Lincoln,2000,96525.0
51047,Culpeper,2000,135716.66666666666
12039,Gadsden,2000,62716.66666666666
19181,Warren,2000,
18093,Lawrence,2000,74033.33333333333
41041,Lincoln,2000,123691.66666666669
