Time,M37351,T63266,T6313,H47921,F23197,F5677,H5708,S86968,M1608,W70332,W91453,W25637,M55212,W36662,H27930,W16407,PAO1,F22031,X9820,F9670,PA7,F34365,T52373,W45909,X78812,F63912,PA14,M74707,T38079,W60856,F30658
1.0,0.002550354999662,0.0009030582246087,0.0032390623918035,0.0043512757620289,0.0034088012898739,0.0030603185869942,0.0059850333292489,0.0033019723854291,0.004426349502692,0.0018598243710583,0.0043882805247543,0.0030544735026719,0.0010848156817497,0.003363088283568,0.0048668276248838,0.0019982536997342,0.003074845755998,0.0057750009334444,0.0018073700436247,0.0048289085245092,0.0043456633004963,0.0073155137684602,0.0005926327694692,0.00193526817767,0.0046438209230224,0.0069793553958104,0.0035278209690755,0.0005158464832209,0.000334322958106,0.0040083026380673,0.005172187191929
1.1,0.0026108095188879,0.0015817749056261,0.0030783942225521,0.0050973256417872,0.0034070007879567,0.0030892390571064,0.0061147310084321,0.003281300457038,0.0050477774610409,0.001586232865455,0.0035321108427595,0.0038770527900398,0.0012794586882561,0.003383687440691,0.0049623457627114,0.0019900788821982,0.0023425610523471,0.0066613317200831,0.0017879720490766,0.0048251199670293,0.0034815080868317,0.0072510156243451,0.0013714316911077,0.0019563505839524,0.0037416334911094,0.0073131391226485,0.0034813918739309,0.0009980175486205,0.0006794174868554,0.0039882669849163,0.0055300377457012
1.2,0.0026506328199665,0.0024797956350491,0.0030226973752876,0.0058521492514953,0.0033981921797758,0.0031271030548951,0.0062466506451922,0.0032560758730291,0.0053628885461912,0.0012880434006009,0.0027386002172054,0.0043270600149731,0.0014315626653891,0.0034028729836895,0.0051367208115203,0.001977839416108,0.0017755870387768,0.0075921311124882,0.001764404601341,0.0048197752950291,0.0026885770156529,0.0071891242740273,0.0021640007738762,0.0019409637785233,0.0029108176837986,0.0074449239308618,0.0034364478295146,0.0016348902135719,0.0008758095663612,0.0039611549538437,0.0058818634637567
1.3,0.0026281337654826,0.0026524695941552,0.0031585767759862,0.0052902091375098,0.0033755174192879,0.0032630141061977,0.0060973027510353,0.0033543800981079,0.0051848503127862,0.0015793039440288,0.0036843180043573,0.0034747093876687,0.0013302962968292,0.0034361323375374,0.0052830695200863,0.0015454882770207,0.0025198891829222,0.0067253933748958,0.0020656517533652,0.0049296444338347,0.0034084746186477,0.0075114050303203,0.001680517535598,0.0013974349346026,0.003868210400997,0.0066420635620173,0.003520083120588,0.0018075810774719,0.0006045838896821,0.0039658374227531,0.0057330261152379
1.4,0.0026482482858982,0.002661578901727,0.0028585764173836,0.0048745778943146,0.0033843566429663,0.0033011116734106,0.0058858076691781,0.0034357529938606,0.0048806364576513,0.001977434630679,0.0039067750469177,0.003264339209928,0.0010209593752345,0.0034957689088237,0.005173512770001,0.0014598422285224,0.0026462121086827,0.0064567054041309,0.0020645947699659,0.0048034954003055,0.0034606781252232,0.0074412050437157,0.0011250042174153,0.0012266806399461,0.0040351458108853,0.0062204578687836,0.003664055300699,0.0016816543019668,0.0004997861827206,0.0040042508312201,0.0055191481919994
1.5,0.0027849644269335,0.0025415848171432,0.0013406924566069,0.0046702910006218,0.0034870660660418,0.0032769852955808,0.0056286563497552,0.0034800913388053,0.0043892817193121,0.0023917518482587,0.0036312388108923,0.003601649798304,0.0003492419840789,0.0035900313909397,0.0045452548794532,0.0018000235044979,0.0022751799636933,0.0065592790132352,0.0016143625329619,0.0040760664402296,0.0028404340125841,0.0066565226169786,0.0006516308744265,0.0013190403195849,0.0035842154090071,0.0061107759788819,0.0038689151828855,0.000994065064917,0.0004911508995265,0.0041466354787895,0.0052775265898513
1.6,0.0027925257389078,0.0024024703315196,0.0022688636305115,0.0045226347008093,0.0036020766382718,0.0033144191405878,0.0053259071444103,0.0034745484607672,0.003545303599229,0.0024277516708646,0.0034640574002186,0.0033240094575371,0.0008011057214614,0.0035723080018344,0.0046858083930207,0.0021021563480031,0.0022406357947099,0.0061801237531133,0.0018886151095804,0.0039938126816401,0.0029334883474882,0.0066000009154266,0.0014484923595567,0.00157771137079,0.0035935618463459,0.0059705850175929,0.0039185310228519,0.001363792722576,0.0004907931746089,0.0041586266345781,0.0051401241782565
1.7,0.0027865012685856,0.0023123551207807,0.0036931905293811,0.0044501259875796,0.0036803845716016,0.0033792952163145,0.0051343926740026,0.003462174765776,0.0029000250898595,0.002439303524542,0.0033984158421395,0.0028995652512596,0.0014833370338438,0.0035350983474934,0.0050844802202009,0.0022765948456745,0.0022418999752593,0.0056527595619969,0.0023061822706722,0.0039850964858714,0.0030831351385106,0.0066010596668999,0.0025784188846502,0.0018986088127897,0.0037015058064053,0.0058893689629706,0.0039136361933362,0.0019391024301124,0.000490443920048,0.0041588923426801,0.0050954323900288
1.8,0.0028898821908152,0.0026123226467183,0.0036371416728747,0.0044795959069333,0.0036803845716016,0.0033875362211613,0.0053540556321947,0.0035173112576318,0.0029067196143086,0.0027872666842864,0.0040438542307045,0.0028863260402156,0.0013225798612455,0.0036591554541688,0.0053047592982629,0.0022402520020927,0.0026257257806465,0.0061710735479506,0.0017649612300527,0.0042702140042881,0.0029900844740681,0.0068280307446917,0.0022111695835639,0.0020272730751745,0.0040623013646091,0.006890994776417,0.003814356856362,0.0018542605990163,0.0004344544147576,0.0042829494493555,0.0053089984552268
1.9,0.0028539324499466,0.0026931502295937,0.0035313540048018,0.0045724552926882,0.0035354048937706,0.0033042550314607,0.0057790878070607,0.0034231410562254,0.0029641024317405,0.0029267339592858,0.0042266549428481,0.0029356498063204,0.0010437953436184,0.0036369451622269,0.0057110130352582,0.002192041962765,0.0027225004879006,0.0068275290368139,0.0015410791109087,0.0043979528464189,0.0029738260976695,0.0073304862956677,0.0017584762032015,0.0019742998554321,0.0041541441261184,0.0074829321836387,0.0038357208000782,0.0016438655530117,0.0004089939304458,0.0042705498123045,0.0055556945344853
2.0,0.0021956213604213,0.0023370334527281,0.0033488321372487,0.004821559098695,0.0024544743393649,0.00267032583414,0.0064457382025864,0.0025128837472522,0.0033502735971521,0.0028277659621889,0.0038248967594055,0.0032653842213459,0.00066358509989,0.0030030159649063,0.0065722250718461,0.0021463053535764,0.002455904522835,0.0074108773182707,0.0017110841959101,0.0043849205158873,0.0030753901166906,0.0082587700019377,0.0013750014072004,0.0013537522486828,0.0039450652583624,0.0075921898653965,0.0040402130254989,0.0011811844197381,0.0004089939304458,0.0037097662915977,0.0056332281653241
2.1,0.0023946376474052,0.0023707308330893,0.0029615771844217,0.0048324091041802,0.0027477529131097,0.0028910471587718,0.0059830866318051,0.0028018560682765,0.0039555909336233,0.0028658148106863,0.003638597382495,0.0026414683661637,0.0006859313108497,0.003177176308172,0.0064203991681821,0.0022125220261158,0.0025800874208215,0.007038630346461,0.0018124646923809,0.0045507391171817,0.0029878518390068,0.0082771963505609,0.0011080975332519,0.0009515598352362,0.003713685584708,0.0073713228479389,0.0038683178058835,0.0010073390317482,0.0003859562642799,0.0038374187102781,0.0055518505471644
2.2,0.0030499035752339,0.00251283281132,0.0025636570328971,0.0048000132891871,0.0036775140967665,0.0036086565357452,0.005000422323798,0.0037242756133128,0.0045956889009767,0.0029580567037969,0.0034892511670677,0.0014172102729752,0.000906720725006,0.0037774672715615,0.0059668612137983,0.002457983486922,0.002806971405767,0.0062503372569234,0.0018963276204651,0.0049788441325288,0.0028401103118188,0.0080237356418524,0.0009613610853246,0.0007421388824113,0.0035432168855678,0.0069501809245181,0.0035250450902577,0.0009444651270514,0.000343572449906,0.0043468586781999,0.005448602095542
2.3,0.0031385330933901,0.0024757182084644,0.0029398430197055,0.0048121041000263,0.0036371527067891,0.0037476885093701,0.0054079059507793,0.0038229957685569,0.0048092003616715,0.0028894304118828,0.0030373670285316,0.0021066435566916,0.0013807315669922,0.0038740512070794,0.0061837545720764,0.0029356453993393,0.0027067144194362,0.0069116002653755,0.0021245836437417,0.005257201181417,0.0030031232807748,0.0077494299341731,0.0016408316937012,0.0014843115907819,0.0035183594072854,0.0072601251915773,0.0036932993114609,0.0013765224605778,0.0005059367928402,0.0045069551227481,0.0056184280987315
2.4,0.0031501320353241,0.0023248776847251,0.0031089809560267,0.0048664861489316,0.0036134722219088,0.0037826547831314,0.005979966250965,0.0038369569429642,0.0047480319744449,0.0028966836387216,0.0029504523238478,0.0024103915558429,0.0015221658891639,0.0038902428017658,0.0063101621685141,0.0030528410875203,0.0025119449758932,0.007300963217488,0.0022175778564431,0.0053473134704962,0.0030649784065755,0.0075324714292289,0.0020172100156026,0.0018725834949061,0.0035530758248663,0.0074018630211976,0.003818881444261,0.0016865620550967,0.0006053128035481,0.0045465295225813,0.0057022164346793
2.5,0.0030217222439125,0.0016816236305509,0.0024917155671028,0.0051215744503079,0.0036857027295778,0.0037562055428448,0.0064807204217971,0.0037165727635159,0.0035519133456476,0.0033895203185722,0.0037249382400892,0.0012152561875298,0.0007210304527924,0.0037859098462439,0.0062452611226964,0.0020071055929621,0.0022066116450261,0.0070827345087261,0.0020853508137009,0.0053002768438093,0.0029242002468715,0.0074024671728848,0.0015768235151214,0.0012027838207387,0.0038881275985453,0.0069215986829413,0.0037079575733874,0.0017165970887175,0.0006053128035481,0.0044582477909858,0.0056541011857527
2.6,0.0030328163990006,0.0015865749773002,0.0023779763106753,0.0049036475432569,0.0036691463515373,0.0037225723110729,0.0064667753910879,0.0037125271901888,0.003295753957668,0.0034331974740707,0.0042313079842821,0.0011869842358121,0.0007338813664967,0.0037999482247457,0.0064137703180082,0.0016872154330222,0.0026592669892284,0.0066824527661898,0.002047638628583,0.0048636156924694,0.0033058461061566,0.0073107691048032,0.0013690151487056,0.0012756873405424,0.0041174813776668,0.0069520419255652,0.0038308476473162,0.0018513102202901,0.0005306798357313,0.0044489356048097,0.0055679645838312
2.7,0.0031616288405582,0.0016755605799502,0.0023779758188893,0.0042304796759678,0.0035786355312998,0.003691438690581,0.0061057122958449,0.0038194814300318,0.0032716808230307,0.003245349696931,0.0044965868006007,0.0016632272312376,0.0011533235500633,0.0039289531524361,0.00686067926223,0.0016196417080874,0.0036215962531361,0.0062222828061695,0.0020406746182862,0.003945454223941,0.0040951718958773,0.0072308839599045,0.0012742784607556,0.0018459272174204,0.0042463950631806,0.0072460602652662,0.0041621495058288,0.0021541047703137,0.0003460183191946,0.0044947486256718,0.0054586860787402
2.8,0.0032143981616484,0.0019918496063333,0.0034344566068123,0.0041781404571963,0.0036952948907834,0.0037293972538087,0.0053648877701923,0.0040660620207444,0.002715026164685,0.0029645043428385,0.0040311859423517,0.0011599353670621,0.0012023249155993,0.0040035141534258,0.0060512100510798,0.001837396210293,0.0032358585926348,0.0062969633249799,0.0024097162786873,0.0042906676754303,0.0037660388361432,0.0070100434235317,0.0011620668198523,0.0020088132259502,0.0042553823093701,0.0067094161633464,0.0041197793204017,0.0023589480465567,0.0003435574144372,0.004587446165533,0.0055293507414873
2.9,0.0032333322083844,0.0022127017996462,0.0042531443311134,0.0042347015712032,0.0038629315066133,0.0038080336847698,0.0049646776332936,0.0042244320280479,0.0023801592602408,0.0028317108514592,0.003812327317874,0.0007746375947475,0.0012062563285532,0.0040327060734348,0.0054317560865746,0.0021846645693448,0.002987223704158,0.0064202741491536,0.0027723563585896,0.0045707030840482,0.0033630030854064,0.0069229416886095,0.0011534618038698,0.0021460827938799,0.0043274662867158,0.006281607919127,0.004128153726219,0.0024754952652453,0.0003414859480843,0.004642908656244,0.0056297068636506
3.0,0.0032333322083844,0.0022200637678399,0.0033951053234361,0.005479439393452,0.0039455301150873,0.0039066926495858,0.0056522736140475,0.0040391692618035,0.0041268951917367,0.0031200375144983,0.0046756484393161,0.001363742474164,0.0010224875102662,0.0040018289457274,0.006368211704156,0.0024756268429944,0.0029967610950147,0.0065158821656182,0.0028383070659105,0.0043428689146131,0.0031111381302886,0.0076975792063842,0.0018834370446191,0.0023669187219715,0.0049819208147525,0.0066410843632334,0.0043913491964633,0.0025227416702776,0.0003042066383932,0.0045271194273412,0.0056984994512983
3.1,0.0032364556670374,0.0022680552080864,0.0032528498130509,0.0058751977507097,0.0039413557570294,0.0039290044677316,0.0064491411396633,0.0039932621524458,0.0042765237958882,0.0030374536337092,0.0045780958916997,0.0014580642596142,0.0007652984380266,0.0039922815691949,0.0068827095856569,0.00232422733056,0.0030212257551194,0.0065129959810001,0.0027175174043099,0.0045457863546313,0.0030502453483549,0.0078386284554757,0.002055718857235,0.0022771755575271,0.0049528478656283,0.0072779869236101,0.0043420714760421,0.0023204900854084,0.0003635011532483,0.0044946150557879,0.00582809153491
3.2,0.0032580845165745,0.0025042898260749,0.0035302237178097,0.0059156721606505,0.0038620636220026,0.0039219055552134,0.0071428359122455,0.0040596973690844,0.0032425292823785,0.0025053576243773,0.0039130903688249,0.001256335926606,0.0004985962541767,0.0039922815691949,0.0070777327988412,0.0016307840582384,0.0030781127054129,0.0064388091801827,0.002280018001581,0.0054302896591971,0.0030357540837726,0.0075887500349956,0.0019926801873341,0.0018232851061739,0.0045649273307505,0.008086858881853,0.0041774110995035,0.0016144373896297,0.0005958098379255,0.0045163788265572,0.0060124527116411
3.3,0.0033128444464805,0.0036703440195182,0.0034788793283855,0.0056928030791798,0.0038616673348948,0.0038624288016328,0.0070102128801948,0.0041367195712698,0.0035825883313888,0.0025128914478351,0.0039177970726242,0.0014881116424844,0.0006764061348576,0.0040028856138602,0.0065651258795814,0.0020616749762308,0.003148969932512,0.0064255898698156,0.0025938192390181,0.0051588994364526,0.0032140718954363,0.0074736276681878,0.0022238561744448,0.0021833913408666,0.0046154939364079,0.0078625549999903,0.0042755382671345,0.0018526626938801,0.000472170870435,0.0045575223546491,0.0059465061412659
3.4,0.0033945897136643,0.0047020852085786,0.0032864746376446,0.0052096097641035,0.0038674972103445,0.0037967492739821,0.0065795371998995,0.0042284918408971,0.0039819290956956,0.0026157403697068,0.0039833130764934,0.0020009993699035,0.0010297986690258,0.0040378022817267,0.0059785912269671,0.0025585249881415,0.0033226858239587,0.0064071924641469,0.0032048707308747,0.0047080044618005,0.0036369970344656,0.0073892011589335,0.0024502018231017,0.0027949434615932,0.0047534438659374,0.0073631403087657,0.0044141728533482,0.0024554556103802,0.0003271964858588,0.0046212962617373,0.0058668974358028
3.5,0.0034555546142885,0.00381097518242,0.0026850406441724,0.0046932193088336,0.0038631451807279,0.0040194007067606,0.0055997816471223,0.0043328688466791,0.0031854267358465,0.0030821440251924,0.0044200869628365,0.002594014756453,0.0013009240494064,0.004155916636487,0.0059538532336846,0.0023388009957701,0.0041695367756236,0.0060810508842397,0.0036040342117338,0.004574969197358,0.0044566336289429,0.0073181969528208,0.0011684701317997,0.0031180105337452,0.0050423459159849,0.0068983779535525,0.004563489425844,0.0032576439600769,0.0003271964858588,0.0047001541954119,0.0060410908204951
3.6,0.0035183928528988,0.0038723770886359,0.0026258952068896,0.004340098501815,0.0038300383246475,0.0041580273437477,0.0052925917547677,0.0044117076545806,0.0030086849326226,0.0036626659258446,0.0044255793846227,0.0025915097436359,0.0014450663644855,0.0041940514196721,0.0060129475848968,0.002491232838306,0.0040971501329415,0.0059810787446199,0.0039967128846838,0.0044063140725045,0.0042844770158327,0.0071397743121798,0.0010122733119345,0.003157103819444,0.0050316058999856,0.0068585218694856,0.0045565434680806,0.0032338154489355,0.0003315052938741,0.0047575798179927,0.006112668761575
3.7,0.0035863839823315,0.0056719263825974,0.0032387856166023,0.0041290089415725,0.0036861609024677,0.0041906094311661,0.0052837292819538,0.0044632562747351,0.0036372528791962,0.0042330008164546,0.0040879655665672,0.0018482177516796,0.0015140422384159,0.0041495262526736,0.0063092966445793,0.0036048610648941,0.0031842252572813,0.0061034740190665,0.0043731683852851,0.0041821552062518,0.0031281048412438,0.0067494734690562,0.0024466964543063,0.0030136611140005,0.0047871269323046,0.0073031304455997,0.0043654070967361,0.002099315580598,0.0003554854804131,0.0047917064558286,0.0060210332126297
3.8,0.0036557230048339,0.0055851438196444,0.0030210727769301,0.0042512201877558,0.0037821647475696,0.0042270363229686,0.0055852812394654,0.0045235625845982,0.0040566816706558,0.0042646032201719,0.0042311161772477,0.0022062775890422,0.0013257214168097,0.0041157244883387,0.0062722285617524,0.0037556110612465,0.0036035301230893,0.0067034393455839,0.0041913932426015,0.0042045201203384,0.0035860019638125,0.0069944249261596,0.0023576320954672,0.0033725287541002,0.0051146863594526,0.0076038244337619,0.0047265292306013,0.0021653169803431,0.0003661343298149,0.0048295372531895,0.0061288177530558
3.9,0.0037214821128027,0.0052459420971154,0.0026331405733356,0.0046733721910733,0.0039818610709896,0.0042521931929572,0.0062004725158966,0.0045945966692709,0.0043424674289208,0.004256617321378,0.004468705655833,0.002816423054,0.001047119477053,0.0040962491519459,0.0061850331158295,0.003775631170706,0.0040730128948561,0.0073988941520533,0.0038916637325182,0.0043421229442014,0.0041095401593604,0.0076221612529217,0.0020589456088529,0.003910666126955,0.005588721338573,0.0078831422035219,0.0051605455794839,0.0024505360762342,0.000379403769869,0.0048754993114961,0.0063574923481941
4.0,0.0037690925413957,0.0055546844652606,0.0032680425299655,0.0055630988470016,0.0039363700932566,0.0042326893441338,0.0065409795642965,0.0046867633761336,0.0044694379546761,0.0046502351104451,0.0045832830283655,0.0027961629376304,0.0014779453269692,0.0042457962229299,0.0067372571853286,0.003152063367995,0.0038099223309664,0.0070850513311109,0.0039661302032406,0.0048032879035833,0.0039899530936818,0.008070624720328,0.0024670968019004,0.0033211132573114,0.0057606086322971,0.0083777031328729,0.0049219279143781,0.0025224277610334,0.0010089314678971,0.0049606457302461,0.0067793167773837
4.1,0.0038247031610547,0.0059851308655684,0.0035682510117371,0.0061244841862147,0.0039101899109037,0.0042435230262474,0.0065918763713306,0.0047950454001052,0.0046794864824384,0.0048083261789431,0.0045097165018437,0.0027001154241433,0.0015456020217566,0.0043295305278419,0.00741085704546,0.0028939920287736,0.0037526660782479,0.0070796873086582,0.0039770894990113,0.0054023952516781,0.0040298757599344,0.0084074199198323,0.0025142396085082,0.0030757002311919,0.0057487945853589,0.0085132459513552,0.0048910239041685,0.0025980022041873,0.0012611053639555,0.0050398936422949,0.0070244918586913
4.2,0.003906267263307,0.0064136619665286,0.0034845297417054,0.0063324385691994,0.0039280484525614,0.0044620314245839,0.0063048918736976,0.0049193921350374,0.005160081408449,0.0045854678944489,0.0040890237969767,0.0022109391210537,0.0005687976777718,0.0042728802023473,0.0079605777064959,0.0031975952233757,0.0039200032855876,0.0081113965512964,0.0038037550301177,0.0060327257817494,0.0044008604984325,0.00865618291606,0.0013345441111544,0.003352903779311,0.0055564782980433,0.0082389545984738,0.0051859192142051,0.0027036973313717,0.0008905700619063,0.0050920056803799,0.0071494017362667
4.3,0.0039873657684854,0.0050013120476665,0.0031103802509242,0.0060514086419297,0.0040336240968723,0.0044363247017154,0.0062692902418193,0.0050381749517246,0.0053670934771999,0.0046643376850228,0.0043600856879501,0.0015316796077502,0.0005554993116978,0.0043164553571439,0.0078363843691999,0.0028735919265002,0.0040279019307312,0.0082973074330758,0.0039838586116936,0.0057901407898574,0.0044703774744594,0.0086394365240904,0.0006877662819921,0.0029741196422215,0.0057233013777496,0.0081354606633759,0.0053086802864717,0.0025159402284932,0.0006941340023635,0.0051537774116508,0.0070347113805679
4.4,0.0040752437550242,0.0021467343403201,0.0025643916640865,0.0054676296847529,0.0042551313736783,0.0042751668086095,0.0062827151921202,0.0051625129906414,0.0054940600280863,0.0049458249066728,0.004759711244288,0.0009453329489082,0.000854510101278,0.004481843170582,0.0074839136813488,0.0021599476390472,0.0040794451183144,0.0083312546035938,0.0043811215734405,0.0051843328828144,0.0045107711489089,0.0085601311149852,0.0003882882581303,0.0021601175012843,0.0059620144727628,0.0081000410175951,0.0053816928457626,0.0021256639615959,0.0006054222858459,0.0052309105081857,0.0067433717895395
4.5,0.0042334066603401,0.0032315421690399,0.0026585973034121,0.0062546899658909,0.0043015090200268,0.0043592457381608,0.0065378803349988,0.0053975932834307,0.0057550821952348,0.0050734939758171,0.0044244933200708,0.0016490801817037,0.0009925730495603,0.0045603532473523,0.0081602245912062,0.0027180594584221,0.0039617749912566,0.0084745099124563,0.0043817780883718,0.0054907919889098,0.004764280018688,0.0087494485149899,0.0006834794572231,0.0025307898203847,0.0056267955753388,0.0085322319394742,0.0054829905753681,0.002141996632382,0.000883158842028,0.0053687548509121,0.0070565375029672
4.6,0.0043772513134696,0.0049199090539731,0.0030687283659131,0.0067614452935666,0.0043120431529736,0.0044436472204722,0.0070187154432206,0.0055661575770174,0.0060569984724912,0.0051985435777898,0.0043870896088072,0.0023067278604663,0.0010813958408048,0.0045993790336516,0.0085863568506312,0.003276470916072,0.0037014632792823,0.0088072563463404,0.0044268998588859,0.005790937627677,0.004715905391168,0.0090282643634305,0.0009900382973265,0.0032777475362717,0.005564764794057,0.0091115020964408,0.0056012165111587,0.0022819313305146,0.0010633878837505,0.00546644266704,0.0074318728078767
4.7,0.0044658302327405,0.0066067630966514,0.005038472861307,0.0066801520992823,0.0042543110850629,0.0044581172716692,0.0077325798935163,0.0056170617809188,0.0063218687803579,0.0053678584351794,0.0050344625780749,0.0025209598792319,0.0011320304558584,0.004613928642405,0.0084197734674337,0.0034472068893167,0.0032294669192748,0.0096778371251638,0.0050044501534516,0.0059029303183519,0.0038349216819796,0.0092821353503368,0.0011151705106385,0.0044578124573217,0.0060655640051361,0.0095533321560293,0.0059069010325612,0.0033355638037597,0.0010633878837505,0.0054955227908352,0.0076963748327852
4.8,0.004462884089326,0.0062235325673443,0.0045169145452716,0.0065194986157509,0.0041839777880227,0.0044330729014372,0.0075239163961852,0.005606506413835,0.0081369173908833,0.0052609220177642,0.00503943636993,0.0025322413656902,0.0012666542089833,0.0045394220992964,0.0083341069479846,0.0040643730720229,0.0037942896852624,0.0096250001783833,0.0054450458292147,0.0058940217188632,0.0042778502295327,0.0092602191104126,0.0011706360719548,0.0045907052701659,0.0060633700711644,0.0093494586659069,0.0059841778472101,0.0031893617455421,0.0009609727537857,0.005452438936971,0.0077194032214845
