Index,state_abuja,state_kwara,state_lagos,state_ogun,state_oyo,state_rivers
11355,0,0,1,0,0,0
17239,0,0,1,0,0,0
25208,0,0,1,0,0,0
10381,0,0,1,0,0,0
2716,0,0,1,0,0,0
19136,0,0,1,0,0,0
13548,0,0,1,0,0,0
10298,0,0,1,0,0,0
5537,0,0,1,0,0,0
12940,0,0,1,0,0,0
10655,1,0,0,0,0,0
87,0,0,1,0,0,0
11907,0,0,1,0,0,0
14849,0,0,1,0,0,0
20857,0,0,0,1,0,0
4059,0,0,1,0,0,0
4985,0,0,1,0,0,0
22259,0,0,1,0,0,0
9834,0,0,1,0,0,0
16129,0,0,1,0,0,0
6852,0,0,1,0,0,0
5215,0,0,1,0,0,0
15367,0,0,1,0,0,0
23327,1,0,0,0,0,0
3134,0,0,1,0,0,0
19160,0,0,0,0,0,1
1281,0,0,1,0,0,0
1608,0,0,1,0,0,0
16979,0,0,1,0,0,0
9829,0,0,1,0,0,0
22701,0,0,1,0,0,0
20623,0,0,0,0,1,0
18500,0,0,1,0,0,0
9440,0,0,1,0,0,0
17649,0,0,1,0,0,0
11414,1,0,0,0,0,0
18776,0,0,0,1,0,0
7447,0,0,1,0,0,0
9371,0,0,1,0,0,0
13204,0,0,1,0,0,0
14627,0,0,1,0,0,0
21059,0,0,1,0,0,0
2849,0,0,1,0,0,0
12273,0,0,1,0,0,0
1338,0,0,1,0,0,0
11573,0,0,1,0,0,0
3306,0,0,1,0,0,0
20394,0,0,0,0,0,1
20062,0,0,1,0,0,0
16790,0,0,1,0,0,0
5781,0,0,1,0,0,0
24489,0,0,1,0,0,0
1344,0,0,1,0,0,0
5363,0,0,1,0,0,0
9716,0,0,1,0,0,0
18847,0,0,1,0,0,0
14762,0,0,1,0,0,0
9006,0,0,1,0,0,0
20761,1,0,0,0,0,0
5462,0,0,1,0,0,0
7543,0,0,1,0,0,0
4854,0,0,1,0,0,0
6429,0,0,1,0,0,0
9627,0,0,1,0,0,0
15683,0,0,1,0,0,0
10806,0,0,1,0,0,0
5422,0,0,1,0,0,0
18255,0,0,1,0,0,0
1159,0,0,1,0,0,0
24335,0,0,1,0,0,0
2592,1,0,0,0,0,0
9508,0,0,1,0,0,0
24190,0,0,1,0,0,0
3210,0,0,1,0,0,0
10053,0,0,1,0,0,0
2620,1,0,0,0,0,0
12126,0,0,1,0,0,0
19300,0,0,0,1,0,0
2504,1,0,0,0,0,0
13655,1,0,0,0,0,0
843,0,0,1,0,0,0
12711,0,0,1,0,0,0
8752,0,0,1,0,0,0
505,0,0,1,0,0,0
23881,0,0,1,0,0,0
13110,0,0,1,0,0,0
1438,0,0,1,0,0,0
18809,0,1,0,0,0,0
24480,0,0,1,0,0,0
6126,0,0,1,0,0,0
11432,0,0,1,0,0,0
15672,0,0,1,0,0,0
894,0,0,1,0,0,0
21824,1,0,0,0,0,0
8758,0,0,1,0,0,0
970,0,0,1,0,0,0
23880,0,0,1,0,0,0
19717,0,1,0,0,0,0
12886,1,0,0,0,0,0
21183,0,0,1,0,0,0
1507,0,0,1,0,0,0
21063,0,0,1,0,0,0
24676,0,0,1,0,0,0
10513,0,0,1,0,0,0
10632,0,0,1,0,0,0
11517,0,0,1,0,0,0
17859,0,0,0,0,1,0
21032,1,0,0,0,0,0
3792,0,0,1,0,0,0
8103,0,0,1,0,0,0
1135,0,0,1,0,0,0
17083,0,0,1,0,0,0
1469,0,0,1,0,0,0
1069,0,0,1,0,0,0
1810,0,0,1,0,0,0
20895,0,0,1,0,0,0
22930,1,0,0,0,0,0
770,0,0,1,0,0,0
17804,0,0,1,0,0,0
9692,0,0,1,0,0,0
9457,0,0,1,0,0,0
677,1,0,0,0,0,0
24558,0,0,1,0,0,0
2232,0,0,1,0,0,0
5,0,0,1,0,0,0
20492,0,0,0,1,0,0
20555,1,0,0,0,0,0
6433,0,0,1,0,0,0
20312,0,0,0,0,0,1
1545,0,0,1,0,0,0
3041,0,0,1,0,0,0
21385,0,0,1,0,0,0
8681,0,0,1,0,0,0
19983,0,0,0,0,0,1
24435,0,0,1,0,0,0
12307,1,0,0,0,0,0
4628,0,0,1,0,0,0
621,0,0,1,0,0,0
11970,0,0,1,0,0,0
15841,1,0,0,0,0,0
16687,0,0,1,0,0,0
16460,0,0,1,0,0,0
10203,0,0,1,0,0,0
3289,0,0,1,0,0,0
13295,0,0,1,0,0,0
22306,0,0,1,0,0,0
3538,0,0,1,0,0,0
9819,1,0,0,0,0,0
6706,1,0,0,0,0,0
3963,0,0,1,0,0,0
21788,0,0,1,0,0,0
16998,0,0,1,0,0,0
4091,0,0,1,0,0,0
11468,0,0,1,0,0,0
13525,0,0,1,0,0,0
6731,0,0,1,0,0,0
7135,1,0,0,0,0,0
14919,0,0,0,0,1,0
3879,0,0,1,0,0,0
10440,0,0,1,0,0,0
7489,0,0,1,0,0,0
3613,1,0,0,0,0,0
20813,0,0,0,0,1,0
14564,0,0,1,0,0,0
13627,1,0,0,0,0,0
2121,0,0,1,0,0,0
21787,0,0,1,0,0,0
3765,0,0,1,0,0,0
8184,1,0,0,0,0,0
15144,0,0,1,0,0,0
21273,0,0,1,0,0,0
11976,0,0,1,0,0,0
19460,0,1,0,0,0,0
15960,0,0,1,0,0,0
21,1,0,0,0,0,0
9726,0,0,1,0,0,0
11268,0,0,1,0,0,0
10317,0,0,1,0,0,0
21108,1,0,0,0,0,0
24712,0,0,1,0,0,0
19426,0,0,0,0,1,0
4023,0,0,0,0,1,0
14442,0,0,1,0,0,0
868,0,0,1,0,0,0
15185,0,0,1,0,0,0
5745,0,0,1,0,0,0
13280,0,0,1,0,0,0
18811,0,1,0,0,0,0
12516,0,0,1,0,0,0
753,0,0,1,0,0,0
14971,0,0,1,0,0,0
3890,0,0,1,0,0,0
24788,0,0,1,0,0,0
21463,1,0,0,0,0,0
5182,1,0,0,0,0,0
12078,0,0,1,0,0,0
8579,0,0,1,0,0,0
3902,0,0,1,0,0,0
14493,0,0,1,0,0,0
17281,0,0,1,0,0,0
6714,0,0,1,0,0,0
1989,0,0,1,0,0,0
19907,0,0,0,1,0,0
8805,0,0,1,0,0,0
14829,0,0,0,0,1,0
16526,0,0,0,0,1,0
20909,0,0,0,0,1,0
5047,0,0,1,0,0,0
12228,0,0,1,0,0,0
18697,1,0,0,0,0,0
10292,0,0,1,0,0,0
15902,0,0,0,0,1,0
14324,0,0,1,0,0,0
9304,0,0,1,0,0,0
22524,0,0,1,0,0,0
9390,0,0,1,0,0,0
1601,0,0,1,0,0,0
10589,1,0,0,0,0,0
24525,0,0,1,0,0,0
24868,0,0,1,0,0,0
1935,0,0,1,0,0,0
4172,0,0,0,0,0,1
16493,0,0,1,0,0,0
11048,1,0,0,0,0,0
21216,1,0,0,0,0,0
16910,0,0,1,0,0,0
12412,0,0,1,0,0,0
18863,0,0,1,0,0,0
17903,0,0,1,0,0,0
16555,0,0,1,0,0,0
20658,0,0,0,0,0,1
527,0,0,1,0,0,0
9283,0,0,1,0,0,0
8107,0,0,1,0,0,0
5461,0,0,1,0,0,0
12141,1,0,0,0,0,0
5740,0,0,1,0,0,0
15263,0,0,1,0,0,0
5020,0,0,1,0,0,0
23741,0,0,1,0,0,0
10963,0,0,1,0,0,0
18471,0,0,1,0,0,0
13012,0,0,1,0,0,0
24978,0,0,1,0,0,0
9920,0,0,1,0,0,0
5603,0,0,1,0,0,0
2208,0,0,1,0,0,0
2655,0,0,1,0,0,0
10544,0,0,1,0,0,0
18346,0,0,1,0,0,0
2870,0,0,1,0,0,0
4465,0,0,1,0,0,0
8820,1,0,0,0,0,0
18019,1,0,0,0,0,0
20837,1,0,0,0,0,0
16592,0,0,1,0,0,0
1620,0,0,1,0,0,0
7227,1,0,0,0,0,0
6549,0,0,1,0,0,0
3786,0,0,1,0,0,0
16107,0,0,1,0,0,0
1008,0,0,1,0,0,0
2896,0,0,1,0,0,0
12213,0,0,1,0,0,0
10191,0,0,1,0,0,0
11859,0,0,1,0,0,0
23178,1,0,0,0,0,0
21669,1,0,0,0,0,0
18421,0,0,1,0,0,0
8985,0,0,1,0,0,0
6150,1,0,0,0,0,0
1416,0,0,1,0,0,0
1995,0,0,1,0,0,0
20104,0,0,0,0,1,0
7590,0,0,1,0,0,0
13993,0,0,1,0,0,0
19004,1,0,0,0,0,0
207,0,0,1,0,0,0
436,0,0,1,0,0,0
18173,0,0,1,0,0,0
22708,0,0,1,0,0,0
24818,0,0,1,0,0,0
22814,0,0,1,0,0,0
21315,0,0,1,0,0,0
5573,0,0,1,0,0,0
12304,0,0,1,0,0,0
7333,0,0,1,0,0,0
5646,0,0,1,0,0,0
20844,1,0,0,0,0,0
21310,0,0,1,0,0,0
22322,1,0,0,0,0,0
877,0,0,1,0,0,0
23053,1,0,0,0,0,0
11335,0,0,1,0,0,0
21392,0,0,1,0,0,0
19192,0,0,0,1,0,0
13818,0,0,1,0,0,0
13177,0,0,1,0,0,0
19297,0,0,0,0,1,0
12976,0,0,1,0,0,0
7309,0,0,1,0,0,0
23377,1,0,0,0,0,0
9800,0,0,1,0,0,0
11522,0,0,1,0,0,0
15006,0,0,1,0,0,0
21340,0,0,1,0,0,0
11779,0,0,1,0,0,0
408,0,0,1,0,0,0
11525,0,0,1,0,0,0
16647,0,0,1,0,0,0
11422,0,0,1,0,0,0
9953,0,0,1,0,0,0
2555,0,0,0,0,0,1
21450,0,0,1,0,0,0
19681,0,0,0,0,0,1
19985,0,0,0,1,0,0
1002,0,0,1,0,0,0
9168,0,0,1,0,0,0
2421,0,0,1,0,0,0
954,0,0,1,0,0,0
21503,0,0,1,0,0,0
1943,0,0,1,0,0,0
14894,0,0,1,0,0,0
22994,0,0,1,0,0,0
7206,0,0,1,0,0,0
13337,0,0,1,0,0,0
2905,0,0,1,0,0,0
13733,0,0,1,0,0,0
9145,0,0,1,0,0,0
7565,0,0,1,0,0,0
2290,0,0,1,0,0,0
16049,0,0,1,0,0,0
7149,0,0,1,0,0,0
13764,0,0,1,0,0,0
6231,0,0,1,0,0,0
22034,0,0,1,0,0,0
6790,0,0,1,0,0,0
9913,0,0,1,0,0,0
7704,0,0,1,0,0,0
20354,1,0,0,0,0,0
5327,0,0,1,0,0,0
10770,1,0,0,0,0,0
514,0,0,1,0,0,0
15975,0,0,1,0,0,0
7438,0,0,1,0,0,0
18791,1,0,0,0,0,0
17232,0,0,1,0,0,0
19115,0,0,0,0,1,0
4552,0,0,1,0,0,0
17268,0,0,1,0,0,0
14987,0,0,1,0,0,0
3809,0,0,1,0,0,0
7850,0,0,1,0,0,0
8626,0,0,1,0,0,0
23219,0,0,1,0,0,0
5261,0,0,1,0,0,0
20610,0,0,0,1,0,0
19103,0,0,0,0,1,0
19032,0,0,0,0,0,1
21056,0,0,1,0,0,0
9870,1,0,0,0,0,0
24581,0,0,1,0,0,0
1307,0,0,1,0,0,0
17366,0,0,1,0,0,0
6807,0,0,1,0,0,0
8309,1,0,0,0,0,0
23438,0,0,1,0,0,0
15649,1,0,0,0,0,0
13191,0,0,1,0,0,0
12926,0,0,1,0,0,0
23112,1,0,0,0,0,0
23776,0,0,1,0,0,0
10278,0,0,1,0,0,0
4510,0,0,1,0,0,0
7099,1,0,0,0,0,0
5841,0,0,1,0,0,0
12242,0,0,1,0,0,0
1703,0,0,1,0,0,0
13714,0,0,1,0,0,0
6155,0,0,1,0,0,0
18136,0,0,1,0,0,0
21430,0,0,1,0,0,0
17163,0,0,1,0,0,0
24088,0,0,1,0,0,0
2069,0,0,1,0,0,0
1238,0,0,1,0,0,0
3569,0,0,1,0,0,0
16724,0,0,1,0,0,0
11768,0,0,1,0,0,0
23405,0,0,1,0,0,0
9752,0,0,1,0,0,0
19865,0,0,0,0,0,1
24401,0,0,1,0,0,0
1922,0,0,1,0,0,0
18796,1,0,0,0,0,0
56,1,0,0,0,0,0
12798,1,0,0,0,0,0
24714,0,0,1,0,0,0
2830,0,0,1,0,0,0
21640,0,0,1,0,0,0
4561,0,0,1,0,0,0
14255,0,0,1,0,0,0
2500,0,0,1,0,0,0
12671,1,0,0,0,0,0
12712,0,0,1,0,0,0
3791,0,0,1,0,0,0
22821,0,0,1,0,0,0
23105,0,0,1,0,0,0
23755,0,0,1,0,0,0
13040,1,0,0,0,0,0
3004,0,0,1,0,0,0
12821,0,0,1,0,0,0
23702,0,0,1,0,0,0
7088,0,0,1,0,0,0
8260,0,0,1,0,0,0
25072,0,0,1,0,0,0
14770,0,0,1,0,0,0
11912,0,0,1,0,0,0
1273,0,0,1,0,0,0
14631,0,0,1,0,0,0
20557,0,0,1,0,0,0
2578,0,0,1,0,0,0
17668,0,0,1,0,0,0
16034,0,0,1,0,0,0
22294,0,0,1,0,0,0
23964,0,0,1,0,0,0
564,0,0,1,0,0,0
16508,0,0,1,0,0,0
23101,0,0,1,0,0,0
1293,0,0,1,0,0,0
18972,0,0,0,1,0,0
16322,0,0,1,0,0,0
515,0,0,1,0,0,0
17614,0,0,0,0,1,0
15392,0,0,1,0,0,0
14598,0,0,1,0,0,0
5417,1,0,0,0,0,0
25134,0,0,1,0,0,0
4346,0,0,1,0,0,0
17914,0,0,1,0,0,0
6133,0,0,1,0,0,0
17599,0,0,1,0,0,0
2489,0,0,1,0,0,0
10665,0,0,1,0,0,0
9042,0,0,1,0,0,0
931,0,0,1,0,0,0
14687,0,0,1,0,0,0
7158,0,0,1,0,0,0
21804,1,0,0,0,0,0
16169,0,0,1,0,0,0
7285,0,0,1,0,0,0
9079,0,0,1,0,0,0
9824,0,0,1,0,0,0
8101,0,0,1,0,0,0
16235,1,0,0,0,0,0
10959,0,0,1,0,0,0
10459,0,0,1,0,0,0
7710,0,0,1,0,0,0
10078,1,0,0,0,0,0
24161,0,0,1,0,0,0
17226,0,0,1,0,0,0
2519,0,0,1,0,0,0
12989,0,0,1,0,0,0
5530,0,0,1,0,0,0
22830,1,0,0,0,0,0
6271,0,0,1,0,0,0
8255,0,0,1,0,0,0
13705,0,0,1,0,0,0
589,0,0,1,0,0,0
8041,0,0,1,0,0,0
2441,0,0,1,0,0,0
20190,0,0,0,0,0,1
15944,0,0,1,0,0,0
15629,0,0,0,0,1,0
19287,0,0,0,0,1,0
3716,0,0,1,0,0,0
4843,0,0,1,0,0,0
16856,0,0,1,0,0,0
21431,0,0,1,0,0,0
1236,0,0,1,0,0,0
24794,0,0,1,0,0,0
5314,1,0,0,0,0,0
3360,0,0,1,0,0,0
24754,0,0,1,0,0,0
17227,0,0,1,0,0,0
17977,0,0,1,0,0,0
19142,0,0,1,0,0,0
19475,0,0,1,0,0,0
21561,0,0,1,0,0,0
15973,0,0,1,0,0,0
24523,0,0,1,0,0,0
10528,0,0,1,0,0,0
8718,0,0,1,0,0,0
11758,0,0,1,0,0,0
24557,0,0,1,0,0,0
18532,0,0,1,0,0,0
5882,0,0,1,0,0,0
18686,0,0,1,0,0,0
5978,0,0,1,0,0,0
24672,0,0,1,0,0,0
12082,1,0,0,0,0,0
672,0,0,1,0,0,0
13114,0,0,1,0,0,0
14317,0,0,1,0,0,0
4065,0,0,1,0,0,0
17871,0,0,1,0,0,0
14107,0,0,1,0,0,0
19440,1,0,0,0,0,0
6730,0,0,1,0,0,0
21486,1,0,0,0,0,0
3037,0,0,1,0,0,0
6319,0,0,1,0,0,0
16826,0,0,1,0,0,0
9603,0,0,1,0,0,0
1379,1,0,0,0,0,0
7442,0,0,1,0,0,0
1470,0,0,1,0,0,0
10851,0,0,1,0,0,0
14012,1,0,0,0,0,0
22486,0,0,1,0,0,0
15773,0,0,1,0,0,0
7430,0,0,1,0,0,0
3492,1,0,0,0,0,0
8527,1,0,0,0,0,0
13581,0,0,1,0,0,0
19313,0,0,0,0,1,0
14506,0,0,1,0,0,0
21363,0,0,1,0,0,0
11733,1,0,0,0,0,0
15719,0,0,1,0,0,0
19238,0,0,0,0,0,1
10253,0,0,1,0,0,0
1904,0,0,1,0,0,0
10982,0,0,1,0,0,0
21154,0,0,1,0,0,0
12528,0,0,1,0,0,0
19033,0,0,0,0,0,1
19722,0,0,0,0,1,0
2651,0,0,1,0,0,0
1255,0,0,1,0,0,0
7090,0,0,1,0,0,0
3524,0,0,1,0,0,0
10652,0,0,1,0,0,0
8845,0,0,1,0,0,0
11404,0,0,0,1,0,0
14996,0,0,1,0,0,0
12981,0,0,1,0,0,0
7464,0,0,1,0,0,0
17934,0,0,1,0,0,0
6540,0,0,1,0,0,0
13862,0,0,1,0,0,0
552,0,0,1,0,0,0
18700,1,0,0,0,0,0
3232,0,0,1,0,0,0
7152,0,0,1,0,0,0
21316,0,0,1,0,0,0
5234,0,0,1,0,0,0
22948,1,0,0,0,0,0
21938,0,0,1,0,0,0
22256,0,0,1,0,0,0
477,0,0,1,0,0,0
2646,0,0,1,0,0,0
1538,0,0,1,0,0,0
3114,0,0,1,0,0,0
10617,0,0,1,0,0,0
17843,0,0,0,1,0,0
16550,0,0,1,0,0,0
21682,1,0,0,0,0,0
16648,0,0,1,0,0,0
778,0,0,1,0,0,0
25048,0,0,1,0,0,0
364,0,0,1,0,0,0
7617,0,0,1,0,0,0
18514,0,0,0,1,0,0
13912,0,0,1,0,0,0
12578,0,0,1,0,0,0
24200,0,0,1,0,0,0
22650,0,0,1,0,0,0
10349,0,0,1,0,0,0
19308,0,0,1,0,0,0
8269,1,0,0,0,0,0
2297,0,0,1,0,0,0
22043,0,0,1,0,0,0
22984,1,0,0,0,0,0
14240,0,0,1,0,0,0
3274,0,0,1,0,0,0
5466,0,0,1,0,0,0
9655,0,0,1,0,0,0
16863,0,0,1,0,0,0
12739,0,0,1,0,0,0
2801,0,0,1,0,0,0
4041,0,0,1,0,0,0
22685,1,0,0,0,0,0
12550,0,0,1,0,0,0
9012,0,0,1,0,0,0
20541,0,0,0,0,1,0
5032,0,0,1,0,0,0
21653,0,0,1,0,0,0
19579,0,1,0,0,0,0
2306,0,0,1,0,0,0
11627,0,0,1,0,0,0
821,0,0,1,0,0,0
17186,0,0,1,0,0,0
3133,1,0,0,0,0,0
4897,0,0,1,0,0,0
10834,0,0,1,0,0,0
24890,0,0,1,0,0,0
24087,0,0,1,0,0,0
23229,0,0,1,0,0,0
4855,0,0,1,0,0,0
16229,0,0,1,0,0,0
10503,0,0,1,0,0,0
2980,0,0,0,0,0,1
23561,1,0,0,0,0,0
13865,0,0,1,0,0,0
15810,0,0,1,0,0,0
7431,0,0,1,0,0,0
15385,0,0,1,0,0,0
14325,0,0,1,0,0,0
18261,0,0,1,0,0,0
12086,0,0,1,0,0,0
18624,0,0,1,0,0,0
13043,0,0,1,0,0,0
15713,0,0,1,0,0,0
22509,1,0,0,0,0,0
19084,0,0,0,0,1,0
12753,1,0,0,0,0,0
16603,0,0,1,0,0,0
7837,0,0,1,0,0,0
8450,0,0,1,0,0,0
14543,0,0,1,0,0,0
3483,0,0,1,0,0,0
24694,0,0,1,0,0,0
15746,0,0,1,0,0,0
271,0,0,1,0,0,0
22834,1,0,0,0,0,0
21008,0,0,0,0,1,0
6001,0,0,1,0,0,0
13187,0,0,1,0,0,0
13469,0,0,1,0,0,0
15970,0,0,1,0,0,0
13327,0,0,1,0,0,0
5102,0,0,1,0,0,0
3851,0,0,1,0,0,0
21018,0,0,0,0,1,0
15010,0,0,1,0,0,0
2079,0,0,1,0,0,0
20284,0,0,1,0,0,0
7762,0,0,1,0,0,0
8301,0,0,1,0,0,0
18216,0,0,1,0,0,0
5084,0,0,1,0,0,0
22506,1,0,0,0,0,0
13796,0,0,1,0,0,0
1732,0,0,1,0,0,0
22479,0,0,1,0,0,0
10879,0,0,1,0,0,0
5069,1,0,0,0,0,0
7196,0,0,1,0,0,0
24067,0,0,1,0,0,0
1902,0,0,1,0,0,0
14855,0,0,1,0,0,0
5089,0,0,1,0,0,0
14314,0,0,1,0,0,0
21948,0,0,1,0,0,0
19552,1,0,0,0,0,0
5007,0,0,1,0,0,0
10003,0,0,1,0,0,0
696,0,0,1,0,0,0
8856,0,0,1,0,0,0
10323,0,0,1,0,0,0
7725,1,0,0,0,0,0
5813,0,0,1,0,0,0
6196,0,0,1,0,0,0
2939,0,0,1,0,0,0
19966,0,0,0,1,0,0
16748,0,0,1,0,0,0
15673,1,0,0,0,0,0
12089,0,0,1,0,0,0
12145,0,0,1,0,0,0
19502,0,0,0,0,0,1
24860,0,0,1,0,0,0
16630,0,0,1,0,0,0
6796,0,0,1,0,0,0
13907,0,0,1,0,0,0
18565,0,0,1,0,0,0
10918,0,0,1,0,0,0
21239,0,0,1,0,0,0
8992,0,0,1,0,0,0
18140,0,0,1,0,0,0
15067,0,0,0,1,0,0
5794,0,0,1,0,0,0
22309,0,0,1,0,0,0
22383,0,0,1,0,0,0
2337,0,0,1,0,0,0
15627,0,0,1,0,0,0
14416,0,0,1,0,0,0
19167,0,0,0,0,0,1
25081,0,0,1,0,0,0
5817,0,0,0,0,1,0
16166,0,0,1,0,0,0
6460,0,0,1,0,0,0
17040,0,0,0,0,1,0
10702,0,0,1,0,0,0
12878,0,0,1,0,0,0
8025,0,0,1,0,0,0
9022,0,0,1,0,0,0
1249,0,0,1,0,0,0
23684,0,0,1,0,0,0
21318,0,0,1,0,0,0
12030,0,0,1,0,0,0
3897,0,0,1,0,0,0
8076,1,0,0,0,0,0
23872,0,0,1,0,0,0
5619,0,0,1,0,0,0
16530,0,0,1,0,0,0
24555,0,0,1,0,0,0
15008,0,0,1,0,0,0
12737,0,0,1,0,0,0
8898,0,0,1,0,0,0
7787,0,0,1,0,0,0
7233,1,0,0,0,0,0
13594,0,0,1,0,0,0
6393,0,0,1,0,0,0
8029,1,0,0,0,0,0
22590,1,0,0,0,0,0
3515,0,0,1,0,0,0
24753,0,0,1,0,0,0
18034,0,0,1,0,0,0
20942,0,0,0,1,0,0
20632,0,0,0,0,1,0
1863,0,0,1,0,0,0
12909,0,0,1,0,0,0
9648,0,0,1,0,0,0
1142,0,0,1,0,0,0
12202,0,0,1,0,0,0
4137,0,0,1,0,0,0
24434,0,0,1,0,0,0
3744,0,0,1,0,0,0
7727,1,0,0,0,0,0
20077,0,0,0,1,0,0
